Rank	Vector Label	Distance	
88	classical\classical_artist_23_album_1_track_5.mp3	9.6056	
89	classical\classical_artist_29_album_1_track_3.mp3	9.6427	
90	classical\classical_artist_29_album_1_track_1.mp3	9.6571	
91	jazz_blues\jazz_blues_22-unknown_track.mp3	9.6594	
92	rock_pop\rock_pop_6-spanish_banks.mp3	9.6738	
93	electronic\electronic_7-erased.mp3	9.6895	
94	jazz_blues\jazz_blues_artist_73_album_3_track_2.mp3	9.7181	
95	classical\classical_artist_35_album_2_track_3.mp3	9.7253	
96	world\world_artist_122_album_2_track_4.mp3	9.7396	
97	world\world_7-still_in_all_deep_in_each.mp3	9.7593	
98	electronic\electronic_artist_52_album_1_track_1.mp3	9.8021	
99	world\world_3-didar.mp3	9.806	
100	classical\classical_artist_4_album_1_track_4.mp3	9.8168	
