Rank	Vector Label	Distance	
74	classical\classical_6-sergei_rachmaninoff_-_6_moment.mp3	15.703	
75	world\world_artist_127_album_3_track_1.mp3	15.7343	
76	metal_punk\metal_punk_artist_81_album_1_track_2.mp3	15.7579	
77	world\world_9-village.mp3	15.7653	
78	rock_pop\rock_pop_artist_90_album_1_track_1.mp3	15.8062	
79	classical\classical_10-gigue.mp3	15.8463	
80	rock_pop\rock_pop_5-a_little_thing.mp3	15.8489	
81	rock_pop\rock_pop_7-chasing_light.mp3	15.863	
82	classical\classical_5-lord_i_cry_unto_thee.mp3	15.8858	
83	classical\classical_artist_9_album_1_track_4.mp3	15.9074	
84	world\world_artist_115_album_3_track_1.mp3	15.919	
85	classical\classical_17-great_doxology.mp3	15.9275	
86	world\world_17-music_of_waters.mp3	15.9303	
87	metal_punk\metal_punk_10-shadows.mp3	15.9449	
88	electronic\electronic_7-feather.mp3	15.955	
89	world\world_20-won_for_the_road.mp3	15.9881	
90	classical\classical_15-come_again_sweeet_love_doth_now_invite_(dowland).mp3	15.995	
91	world\world_12-our_watcher_show_us_the_way.mp3	16.0003	
92	rock_pop\rock_pop_7-talk_slow.mp3	16.0239	
93	classical\classical_11-to_thee_o_theotokos_(byzantine_chant).mp3	16.0313	
94	classical\classical_artist_15_album_1_track_5.mp3	16.0382	
95	classical\classical_26-villancico_sospiro_una_senora.mp3	16.0463	
96	electronic\electronic_artist_65_album_1_track_2.mp3	16.0536	
97	world\world_artist_111_album_1_track_2.mp3	16.0768	
98	world\world_artist_119_album_4_track_1.mp3	16.0856	
99	classical\classical_3-o_theotokos_and_vergin_rejoice_(ave_maria).mp3	16.0886	
100	classical\classical_13-canzona_i.mp3	16.2177	
